date,state,district,pincode,age_5_17_count,age_17_plus_count,state_clean,state_final,total_updates,day,month,year,district_clean
2025-04-01,madhya pradesh,umaria,484665,127,560,madhyapradesh,madhyapradesh,687,1,4,2025,umaria
2025-04-01,madhya pradesh,mandla,481661,386,1078,madhyapradesh,madhyapradesh,1464,1,4,2025,mandla
2025-04-01,tamil nadu,tiruvallur,600053,117,1244,tamilnadu,tamilnadu,1361,1,4,2025,tiruvallur
2025-04-01,telangana,suryapet,508213,95,811,telangana,telangana,906,1,4,2025,suryapet
2025-04-01,rajasthan,jodhpur,342001,300,2923,rajasthan,rajasthan,3223,1,4,2025,jodhpur
2025-04-01,haryana,faridabad,121003,381,2126,haryana,haryana,2507,1,4,2025,faridabad
2025-04-01,delhi,north west delhi,110009,106,1541,delhi,delhi,1647,1,4,2025,north west delhi
2025-04-01,rajasthan,jhalawar,326038,76,588,rajasthan,rajasthan,664,1,4,2025,jhalawar
2025-04-01,karnataka,shivamogga,577301,64,399,karnataka,karnataka,463,1,4,2025,shivamogga
2025-04-01,karnataka,dharwad,580023,140,554,karnataka,karnataka,694,1,4,2025,dharwad
2025-04-01,haryana,jhajjar,124507,469,2115,haryana,haryana,2584,1,4,2025,jhajjar
2025-04-01,rajasthan,churu,331507,171,770,rajasthan,rajasthan,941,1,4,2025,churu
2025-04-01,rajasthan,udaipur,313002,51,467,rajasthan,rajasthan,518,1,4,2025,udaipur
2025-04-01,maharashtra,aurangabad,431001,261,1965,maharashtra,maharashtra,2226,1,4,2025,aurangabad
2025-04-01,chandigarh,chandigarh,160102,382,697,chandigarh,chandigarh,1079,1,4,2025,chandigarh
2025-04-01,haryana,gurgaon,122503,67,421,haryana,haryana,488,1,4,2025,gurgaon
2025-04-01,uttar pradesh,firozabad,283203,651,8545,uttarpradesh,uttarpradesh,9196,1,4,2025,firozabad
2025-04-01,telangana,hyderabad,500064,139,986,telangana,telangana,1125,1,4,2025,hyderabad
2025-04-01,andhra pradesh,visakhapatnam,530016,107,752,andhrapradesh,andhrapradesh,859,1,4,2025,visakhapatnam
2025-04-01,jammu and kashmir,ganderbal,191202,64,322,jammuandkashmir,jammuandkashmir,386,1,4,2025,ganderbal
2025-04-01,delhi,east delhi,110096,2262,5956,delhi,delhi,8218,1,4,2025,east delhi
2025-04-01,punjab,gurdaspur,143505,106,1760,punjab,punjab,1866,1,4,2025,gurdaspur
2025-04-01,karnataka,hassan,573201,117,672,karnataka,karnataka,789,1,4,2025,hassan
2025-04-01,chhattisgarh,mahasamund,493445,123,1706,chhattisgarh,chhattisgarh,1829,1,4,2025,mahasamund
2025-04-01,rajasthan,baran,325205,195,1381,rajasthan,rajasthan,1576,1,4,2025,baran
2025-04-01,andhra pradesh,sri sathya sai,515671,138,388,andhrapradesh,andhrapradesh,526,1,4,2025,sri sathya sai
2025-04-01,karnataka,kalaburagi,585104,200,681,karnataka,karnataka,881,1,4,2025,kalaburagi
2025-04-01,chhattisgarh,surguja,497001,210,2060,chhattisgarh,chhattisgarh,2270,1,4,2025,surguja
2025-04-01,chhattisgarh,raipur,492013,119,814,chhattisgarh,chhattisgarh,933,1,4,2025,raipur
2025-04-01,andhra pradesh,guntur,522005,42,375,andhrapradesh,andhrapradesh,417,1,4,2025,guntur
2025-04-01,tamil nadu,sivaganga,630611,29,354,tamilnadu,tamilnadu,383,1,4,2025,sivaganga
2025-04-01,gujarat,rajkot,360001,100,1352,gujarat,gujarat,1452,1,4,2025,rajkot
2025-04-01,madhya pradesh,balaghat,481226,184,633,madhyapradesh,madhyapradesh,817,1,4,2025,balaghat
2025-04-01,haryana,yamuna nagar,135102,71,502,haryana,haryana,573,1,4,2025,yamuna nagar
2025-04-01,tamil nadu,karur,639001,26,257,tamilnadu,tamilnadu,283,1,4,2025,karur
2025-04-01,tamil nadu,madurai,625012,116,656,tamilnadu,tamilnadu,772,1,4,2025,madurai
2025-04-01,rajasthan,jaipur,302020,152,1479,rajasthan,rajasthan,1631,1,4,2025,jaipur
2025-04-01,delhi,shahdara,110032,429,2068,delhi,delhi,2497,1,4,2025,shahdara
2025-04-01,jammu and kashmir,kathua,184205,18,126,jammuandkashmir,jammuandkashmir,144,1,4,2025,kathua
2025-04-01,rajasthan,nagaur,341001,289,2288,rajasthan,rajasthan,2577,1,4,2025,nagaur
2025-04-01,chhattisgarh,surguja,497101,103,1032,chhattisgarh,chhattisgarh,1135,1,4,2025,surguja
2025-04-01,madhya pradesh,satna,485001,279,1818,madhyapradesh,madhyapradesh,2097,1,4,2025,satna
2025-04-01,telangana,sangareddy,502319,115,581,telangana,telangana,696,1,4,2025,sangareddy
2025-04-01,madhya pradesh,dhar,454001,372,1804,madhyapradesh,madhyapradesh,2176,1,4,2025,dhar
2025-04-01,madhya pradesh,betul,460110,208,564,madhyapradesh,madhyapradesh,772,1,4,2025,betul
2025-04-01,jammu and kashmir,ganderbal,191131,96,606,jammuandkashmir,jammuandkashmir,702,1,4,2025,ganderbal
2025-04-01,karnataka,dakshina kannada,575020,50,144,karnataka,karnataka,194,1,4,2025,dakshina kannada
2025-04-01,uttar pradesh,rampur,244901,756,5993,uttarpradesh,uttarpradesh,6749,1,4,2025,rampur
2025-04-01,rajasthan,jodhpur,342024,31,495,rajasthan,rajasthan,526,1,4,2025,jodhpur
2025-04-01,jammu and kashmir,budgam,191113,215,368,jammuandkashmir,jammuandkashmir,583,1,4,2025,budgam
2025-04-01,karnataka,belagavi,590016,91,502,karnataka,karnataka,593,1,4,2025,belagavi
2025-04-01,haryana,sirsa,125104,84,667,haryana,haryana,751,1,4,2025,sirsa
2025-04-01,west bengal,murshidabad,742304,93,1167,westbengal,westbengal,1260,1,4,2025,murshidabad
2025-04-01,karnataka,tumakuru,572137,77,295,karnataka,karnataka,372,1,4,2025,tumakuru
2025-04-01,jammu and kashmir,kupwara,193302,180,852,jammuandkashmir,jammuandkashmir,1032,1,4,2025,kupwara
2025-04-01,madhya pradesh,dindori,481672,109,453,madhyapradesh,madhyapradesh,562,1,4,2025,dindori
2025-04-01,madhya pradesh,indore,452011,57,466,madhyapradesh,madhyapradesh,523,1,4,2025,indore
2025-04-01,uttar pradesh,meerut,250401,206,1955,uttarpradesh,uttarpradesh,2161,1,4,2025,meerut
2025-04-01,delhi,south west delhi,110075,150,1213,delhi,delhi,1363,1,4,2025,south west delhi
2025-04-01,rajasthan,nagaur,342902,33,471,rajasthan,rajasthan,504,1,4,2025,nagaur
2025-04-01,uttarakhand,udham singh nagar,263160,74,644,uttarakhand,uttarakhand,718,1,4,2025,udham singh nagar
2025-04-01,west bengal,uttar dinajpur,733207,178,2853,westbengal,westbengal,3031,1,4,2025,uttar dinajpur
2025-04-01,jammu and kashmir,budgam,193411,296,566,jammuandkashmir,jammuandkashmir,862,1,4,2025,budgam
2025-04-01,maharashtra,chandrapur,441225,31,410,maharashtra,maharashtra,441,1,4,2025,chandrapur
2025-04-01,karnataka,chitradurga,577520,21,223,karnataka,karnataka,244,1,4,2025,chitradurga
2025-04-01,haryana,rohtak,124001,386,1645,haryana,haryana,2031,1,4,2025,rohtak
2025-04-01,west bengal,murshidabad,742202,185,2131,westbengal,westbengal,2316,1,4,2025,murshidabad
2025-04-01,jammu and kashmir,kulgam,192232,43,184,jammuandkashmir,jammuandkashmir,227,1,4,2025,kulgam
2025-04-01,karnataka,belagavi,591317,74,192,karnataka,karnataka,266,1,4,2025,belagavi
2025-04-01,haryana,sonipat,131023,53,330,haryana,haryana,383,1,4,2025,sonipat
2025-04-01,rajasthan,jhunjhunun,333001,142,921,rajasthan,rajasthan,1063,1,4,2025,jhunjhunun
2025-04-01,madhya pradesh,balaghat,481051,194,486,madhyapradesh,madhyapradesh,680,1,4,2025,balaghat
2025-04-01,haryana,karnal,132039,48,440,haryana,haryana,488,1,4,2025,karnal
2025-04-01,maharashtra,gadchiroli,442705,23,276,maharashtra,maharashtra,299,1,4,2025,gadchiroli
2025-04-01,tamil nadu,tirunelveli,627005,85,439,tamilnadu,tamilnadu,524,1,4,2025,tirunelveli
2025-04-01,madhya pradesh,bhopal,462001,165,1349,madhyapradesh,madhyapradesh,1514,1,4,2025,bhopal
2025-04-01,gujarat,rajkot,360004,180,2193,gujarat,gujarat,2373,1,4,2025,rajkot
2025-04-01,uttar pradesh,hardoi,241001,360,2961,uttarpradesh,uttarpradesh,3321,1,4,2025,hardoi
2025-04-01,tamil nadu,vellore,632002,62,473,tamilnadu,tamilnadu,535,1,4,2025,vellore
2025-04-01,delhi,north delhi,110054,97,642,delhi,delhi,739,1,4,2025,north delhi
2025-04-01,tamil nadu,theni,625531,100,1091,tamilnadu,tamilnadu,1191,1,4,2025,theni
2025-04-01,chhattisgarh,raipur,493225,60,1451,chhattisgarh,chhattisgarh,1511,1,4,2025,raipur
2025-04-01,karnataka,bagalkot,587203,80,201,karnataka,karnataka,281,1,4,2025,bagalkot
2025-04-01,uttarakhand,udham singh nagar,262405,123,1141,uttarakhand,uttarakhand,1264,1,4,2025,udham singh nagar
2025-04-01,andhra pradesh,west godavari,534235,66,444,andhrapradesh,andhrapradesh,510,1,4,2025,west godavari
2025-04-01,rajasthan,nagaur,341508,190,872,rajasthan,rajasthan,1062,1,4,2025,nagaur
2025-04-01,maharashtra,mumbai city,400008,49,449,maharashtra,maharashtra,498,1,4,2025,mumbai city
2025-04-01,uttarakhand,dehradun,248007,124,1009,uttarakhand,uttarakhand,1133,1,4,2025,dehradun
2025-04-01,andhra pradesh,srikakulam,532185,95,650,andhrapradesh,andhrapradesh,745,1,4,2025,srikakulam
2025-04-01,gujarat,ahmedabad,382418,169,1365,gujarat,gujarat,1534,1,4,2025,ahmedabad
2025-04-01,telangana,hyderabad,500006,169,1001,telangana,telangana,1170,1,4,2025,hyderabad
2025-04-01,haryana,jind,126101,48,356,haryana,haryana,404,1,4,2025,jind
2025-04-01,karnataka,bengaluru,562125,100,577,karnataka,karnataka,677,1,4,2025,bengaluru
2025-04-01,jammu and kashmir,baramula,193123,86,478,jammuandkashmir,jammuandkashmir,564,1,4,2025,baramula
2025-04-01,haryana,kaithal,136043,56,242,haryana,haryana,298,1,4,2025,kaithal
2025-04-01,karnataka,bengaluru,560078,143,1040,karnataka,karnataka,1183,1,4,2025,bengaluru
2025-04-01,delhi,central delhi,110012,91,658,delhi,delhi,749,1,4,2025,central delhi
2025-04-01,rajasthan,alwar,301001,395,3025,rajasthan,rajasthan,3420,1,4,2025,alwar
2025-04-01,madhya pradesh,sehore,466116,81,442,madhyapradesh,madhyapradesh,523,1,4,2025,sehore
2025-04-01,karnataka,haveri,581115,185,835,karnataka,karnataka,1020,1,4,2025,haveri
2025-04-01,delhi,west delhi,110041,2229,7180,delhi,delhi,9409,1,4,2025,west delhi
2025-04-01,rajasthan,barmer,344022,159,904,rajasthan,rajasthan,1063,1,4,2025,barmer
2025-04-01,chhattisgarh,balod,491226,74,764,chhattisgarh,chhattisgarh,838,1,4,2025,balod
2025-04-01,madhya pradesh,bhopal,462022,156,1220,madhyapradesh,madhyapradesh,1376,1,4,2025,bhopal
2025-04-01,delhi,south west delhi,110057,41,624,delhi,delhi,665,1,4,2025,south west delhi
2025-04-01,punjab,ferozepur,142047,18,288,punjab,punjab,306,1,4,2025,ferozepur
2025-04-01,madhya pradesh,mandla,481885,243,656,madhyapradesh,madhyapradesh,899,1,4,2025,mandla
2025-04-01,uttar pradesh,lucknow,226017,167,1472,uttarpradesh,uttarpradesh,1639,1,4,2025,lucknow
2025-04-01,assam,bongaigaon,783384,166,1519,assam,assam,1685,1,4,2025,bongaigaon
2025-04-01,madhya pradesh,sagar,470002,196,1265,madhyapradesh,madhyapradesh,1461,1,4,2025,sagar
2025-04-01,punjab,hoshiarpur,146001,92,1386,punjab,punjab,1478,1,4,2025,hoshiarpur
2025-04-01,madhya pradesh,narsinghpur,487001,169,623,madhyapradesh,madhyapradesh,792,1,4,2025,narsinghpur
2025-04-01,chhattisgarh,koriya,497335,153,756,chhattisgarh,chhattisgarh,909,1,4,2025,koriya
2025-04-01,rajasthan,bharatpur,321001,327,2151,rajasthan,rajasthan,2478,1,4,2025,bharatpur
2025-04-01,uttar pradesh,bareilly,243006,132,1047,uttarpradesh,uttarpradesh,1179,1,4,2025,bareilly
2025-04-01,karnataka,bengaluru,560045,135,820,karnataka,karnataka,955,1,4,2025,bengaluru
2025-04-01,andhra pradesh,visakhapatnam,531163,46,445,andhrapradesh,andhrapradesh,491,1,4,2025,visakhapatnam
2025-04-01,jammu and kashmir,punch,185101,210,1411,jammuandkashmir,jammuandkashmir,1621,1,4,2025,punch
2025-04-01,madhya pradesh,raisen,464551,213,1030,madhyapradesh,madhyapradesh,1243,1,4,2025,raisen
2025-04-01,haryana,bhiwani,127030,19,135,haryana,haryana,154,1,4,2025,bhiwani
2025-04-01,madhya pradesh,satna,485446,219,1238,madhyapradesh,madhyapradesh,1457,1,4,2025,satna
2025-04-01,karnataka,mandya,571434,28,282,karnataka,karnataka,310,1,4,2025,mandya
2025-04-01,tamil nadu,coimbatore,642002,33,330,tamilnadu,tamilnadu,363,1,4,2025,coimbatore
2025-04-01,haryana,ambala,133201,45,230,haryana,haryana,275,1,4,2025,ambala
2025-04-01,rajasthan,kota,325001,52,624,rajasthan,rajasthan,676,1,4,2025,kota
2025-04-01,delhi,south west delhi,110078,330,1736,delhi,delhi,2066,1,4,2025,south west delhi
2025-04-01,uttar pradesh,gautam buddha nagar,203207,340,2370,uttarpradesh,uttarpradesh,2710,1,4,2025,gautam buddha nagar
2025-04-01,punjab,sas nagar (mohali),140507,46,645,punjab,punjab,691,1,4,2025,sas nagar 
2025-04-01,delhi,south delhi,110080,199,1040,delhi,delhi,1239,1,4,2025,south delhi
2025-04-01,gujarat,surat,395017,119,876,gujarat,gujarat,995,1,4,2025,surat
2025-04-01,tamil nadu,namakkal,638008,60,561,tamilnadu,tamilnadu,621,1,4,2025,namakkal
2025-04-01,maharashtra,buldhana,443301,37,490,maharashtra,maharashtra,527,1,4,2025,buldhana
2025-04-01,gujarat,valsad,396050,168,464,gujarat,gujarat,632,1,4,2025,valsad
2025-04-01,west bengal,murshidabad,742122,46,597,westbengal,westbengal,643,1,4,2025,murshidabad
2025-04-01,punjab,ludhiana,141008,204,2314,punjab,punjab,2518,1,4,2025,ludhiana
2025-04-01,karnataka,bagalkot,587301,141,574,karnataka,karnataka,715,1,4,2025,bagalkot
2025-04-01,jammu and kashmir,pulwama,192121,27,219,jammuandkashmir,jammuandkashmir,246,1,4,2025,pulwama
2025-04-01,chandigarh,chandigarh,160022,71,321,chandigarh,chandigarh,392,1,4,2025,chandigarh
2025-04-01,rajasthan,jaipur,303007,30,373,rajasthan,rajasthan,403,1,4,2025,jaipur
2025-04-01,madhya pradesh,sagar,470335,172,1256,madhyapradesh,madhyapradesh,1428,1,4,2025,sagar
2025-04-01,andhra pradesh,srikakulam,532221,72,476,andhrapradesh,andhrapradesh,548,1,4,2025,srikakulam
2025-04-01,west bengal,uttar dinajpur,733156,139,1253,westbengal,westbengal,1392,1,4,2025,uttar dinajpur
2025-04-01,haryana,rohtak,124501,41,202,haryana,haryana,243,1,4,2025,rohtak
2025-04-01,madhya pradesh,chhindwara,480551,107,576,madhyapradesh,madhyapradesh,683,1,4,2025,chhindwara
2025-04-01,west bengal,south 24 parganas,743502,155,2210,westbengal,westbengal,2365,1,4,2025,south parganas
2025-04-01,karnataka,mysuru,570007,68,276,karnataka,karnataka,344,1,4,2025,mysuru
2025-04-01,chhattisgarh,jashpur,496118,160,707,chhattisgarh,chhattisgarh,867,1,4,2025,jashpur
2025-04-01,karnataka,bengaluru,560100,147,1174,karnataka,karnataka,1321,1,4,2025,bengaluru
2025-04-01,tamil nadu,tiruvannamalai,606601,78,616,tamilnadu,tamilnadu,694,1,4,2025,tiruvannamalai
2025-04-01,rajasthan,bikaner,334401,37,291,rajasthan,rajasthan,328,1,4,2025,bikaner
2025-04-01,jammu and kashmir,samba,184121,52,258,jammuandkashmir,jammuandkashmir,310,1,4,2025,samba
2025-04-01,himachal pradesh,sirmaur,173027,130,253,himachalpradesh,himachalpradesh,383,1,4,2025,sirmaur
2025-04-01,haryana,mahendragarh,123034,32,184,haryana,haryana,216,1,4,2025,mahendragarh
2025-04-01,gujarat,ahmedabad,380058,120,1089,gujarat,gujarat,1209,1,4,2025,ahmedabad
2025-04-01,haryana,karnal,132157,14,94,haryana,haryana,108,1,4,2025,karnal
2025-04-01,haryana,mahendragarh,123021,60,555,haryana,haryana,615,1,4,2025,mahendragarh
2025-04-01,jammu and kashmir,anantnag,192211,75,340,jammuandkashmir,jammuandkashmir,415,1,4,2025,anantnag
2025-04-01,mizoram,serchhip,796181,76,238,mizoram,mizoram,314,1,4,2025,serchhip
2025-04-01,chandigarh,chandigarh,160036,400,1441,chandigarh,chandigarh,1841,1,4,2025,chandigarh
2025-04-01,tamil nadu,kancheepuram,600045,53,502,tamilnadu,tamilnadu,555,1,4,2025,kanchipuram
2025-04-01,maharashtra,mumbai suburban,400080,93,859,maharashtra,maharashtra,952,1,4,2025,mumbai suburban
2025-04-01,madhya pradesh,barwani,451666,514,2558,madhyapradesh,madhyapradesh,3072,1,4,2025,barwani
2025-04-01,tamil nadu,tiruvallur,600037,69,577,tamilnadu,tamilnadu,646,1,4,2025,tiruvallur
2025-04-01,tamil nadu,tiruppur,641652,68,570,tamilnadu,tamilnadu,638,1,4,2025,tiruppur
2025-04-01,chandigarh,chandigarh,160015,76,223,chandigarh,chandigarh,299,1,4,2025,chandigarh
2025-04-01,haryana,yamuna nagar,135133,71,362,haryana,haryana,433,1,4,2025,yamuna nagar
2025-04-01,andhra pradesh,ananthapuramu,515401,57,109,andhrapradesh,andhrapradesh,166,1,4,2025,ananthapuramu
2025-04-01,andhra pradesh,srikakulam,532201,179,693,andhrapradesh,andhrapradesh,872,1,4,2025,srikakulam
2025-04-01,west bengal,south 24 parganas,743349,124,1429,westbengal,westbengal,1553,1,4,2025,south parganas
2025-04-01,haryana,gurgaon,122017,137,1049,haryana,haryana,1186,1,4,2025,gurgaon
2025-04-01,karnataka,bengaluru,560070,41,354,karnataka,karnataka,395,1,4,2025,bengaluru
2025-04-01,haryana,mahendragarh,123029,65,569,haryana,haryana,634,1,4,2025,mahendragarh
2025-04-01,karnataka,mysuru,570023,33,212,karnataka,karnataka,245,1,4,2025,mysuru
2025-04-01,karnataka,kalaburagi,585105,51,201,karnataka,karnataka,252,1,4,2025,kalaburagi
2025-04-01,uttarakhand,pauri garhwal,246149,91,999,uttarakhand,uttarakhand,1090,1,4,2025,pauri garhwal
2025-04-01,andhra pradesh,nandyal,518501,84,474,andhrapradesh,andhrapradesh,558,1,4,2025,nandyal
2025-04-01,haryana,kurukshetra,136132,54,396,haryana,haryana,450,1,4,2025,kurukshetra
2025-04-01,tamil nadu,chennai,600081,74,954,tamilnadu,tamilnadu,1028,1,4,2025,chennai
2025-04-01,haryana,faridabad,121101,77,555,haryana,haryana,632,1,4,2025,faridabad
2025-04-01,haryana,faridabad,121005,318,2000,haryana,haryana,2318,1,4,2025,faridabad
2025-04-01,karnataka,shivamogga,577427,54,185,karnataka,karnataka,239,1,4,2025,shivamogga
2025-04-01,telangana,nizamabad,503001,244,1293,telangana,telangana,1537,1,4,2025,nizamabad
2025-04-01,punjab,sas nagar (mohali),140603,169,1637,punjab,punjab,1806,1,4,2025,sas nagar 
2025-04-01,madhya pradesh,anuppur,484881,262,990,madhyapradesh,madhyapradesh,1252,1,4,2025,anuppur
2025-04-01,gujarat,surat,395006,371,4784,gujarat,gujarat,5155,1,4,2025,surat
2025-04-01,maharashtra,ratnagiri,415804,17,157,maharashtra,maharashtra,174,1,4,2025,ratnagiri
2025-04-01,uttar pradesh,muzaffarnagar,251001,477,3116,uttarpradesh,uttarpradesh,3593,1,4,2025,muzaffarnagar
2025-04-01,chandigarh,chandigarh,160047,370,1255,chandigarh,chandigarh,1625,1,4,2025,chandigarh
2025-04-01,haryana,fatehabad,125051,171,1188,haryana,haryana,1359,1,4,2025,fatehabad
2025-04-01,madhya pradesh,chhindwara,480111,306,391,madhyapradesh,madhyapradesh,697,1,4,2025,chhindwara
2025-04-01,madhya pradesh,indore,452009,131,1067,madhyapradesh,madhyapradesh,1198,1,4,2025,indore
2025-04-01,chhattisgarh,balod,491223,156,445,chhattisgarh,chhattisgarh,601,1,4,2025,balod
2025-04-01,madhya pradesh,seoni,480884,70,563,madhyapradesh,madhyapradesh,633,1,4,2025,seoni
2025-04-01,maharashtra,thane,421302,325,3750,maharashtra,maharashtra,4075,1,4,2025,thane
2025-04-01,haryana,rohtak,124113,23,90,haryana,haryana,113,1,4,2025,rohtak
2025-04-01,chhattisgarh,durg,490011,135,392,chhattisgarh,chhattisgarh,527,1,4,2025,durg
2025-04-01,haryana,ambala,133001,201,1022,haryana,haryana,1223,1,4,2025,ambala
2025-04-01,madhya pradesh,anuppur,484224,113,548,madhyapradesh,madhyapradesh,661,1,4,2025,anuppur
2025-05-01,madhya pradesh,bhopal,462016,47,392,madhyapradesh,madhyapradesh,439,1,5,2025,bhopal
2025-05-01,gujarat,banaskantha,385535,351,1903,gujarat,gujarat,2254,1,5,2025,banaskantha
2025-05-01,delhi,central delhi,110055,132,1325,delhi,delhi,1457,1,5,2025,central delhi
2025-05-01,tamil nadu,tiruchirappalli,621314,52,334,tamilnadu,tamilnadu,386,1,5,2025,tiruchirappalli
2025-05-01,haryana,karnal,132054,23,166,haryana,haryana,189,1,5,2025,karnal
2025-05-01,west bengal,south 24 parganas,743376,132,1361,westbengal,westbengal,1493,1,5,2025,south parganas
2025-05-01,uttar pradesh,gautam buddha nagar,203207,309,2321,uttarpradesh,uttarpradesh,2630,1,5,2025,gautam buddha nagar
2025-05-01,maharashtra,chandrapur,441222,11,95,maharashtra,maharashtra,106,1,5,2025,chandrapur
2025-05-01,madhya pradesh,indore,453771,93,672,madhyapradesh,madhyapradesh,765,1,5,2025,indore
2025-05-01,haryana,kurukshetra,136135,96,627,haryana,haryana,723,1,5,2025,kurukshetra
2025-05-01,west bengal,birbhum,731204,82,925,westbengal,westbengal,1007,1,5,2025,birbhum
2025-05-01,punjab,ludhiana,141008,197,2619,punjab,punjab,2816,1,5,2025,ludhiana
2025-05-01,chhattisgarh,korba,495445,84,1052,chhattisgarh,chhattisgarh,1136,1,5,2025,korba
2025-05-01,uttarakhand,dehradun,248001,331,3620,uttarakhand,uttarakhand,3951,1,5,2025,dehradun
2025-05-01,punjab,ludhiana,141003,102,1846,punjab,punjab,1948,1,5,2025,ludhiana
2025-05-01,andhra pradesh,chittoor,517425,365,1466,andhrapradesh,andhrapradesh,1831,1,5,2025,chittoor
2025-05-01,madhya pradesh,vidisha,464224,188,558,madhyapradesh,madhyapradesh,746,1,5,2025,vidisha
2025-05-01,madhya pradesh,dewas,455223,38,297,madhyapradesh,madhyapradesh,335,1,5,2025,dewas
2025-05-01,delhi,west delhi,110087,89,753,delhi,delhi,842,1,5,2025,west delhi
2025-05-01,madhya pradesh,chhindwara,480001,396,1588,madhyapradesh,madhyapradesh,1984,1,5,2025,chhindwara
2025-05-01,delhi,south west delhi,110037,364,1407,delhi,delhi,1771,1,5,2025,south west delhi
2025-05-01,rajasthan,alwar,301001,298,2816,rajasthan,rajasthan,3114,1,5,2025,alwar
2025-05-01,andhra pradesh,visakhapatnam,530017,134,897,andhrapradesh,andhrapradesh,1031,1,5,2025,visakhapatnam
2025-05-01,west bengal,murshidabad,742201,65,833,westbengal,westbengal,898,1,5,2025,murshidabad
2025-05-01,karnataka,haveri,581115,197,918,karnataka,karnataka,1115,1,5,2025,haveri
2025-05-01,andhra pradesh,n. t. r,521108,49,329,andhrapradesh,andhrapradesh,378,1,5,2025,n t r
2025-05-01,chhattisgarh,balod,491226,72,815,chhattisgarh,chhattisgarh,887,1,5,2025,balod
2025-05-01,madhya pradesh,mandla,481885,188,714,madhyapradesh,madhyapradesh,902,1,5,2025,mandla
2025-05-01,madhya pradesh,dewas,455118,99,519,madhyapradesh,madhyapradesh,618,1,5,2025,dewas
2025-05-01,karnataka,bengaluru,560047,116,505,karnataka,karnataka,621,1,5,2025,bengaluru
2025-05-01,andhra pradesh,west godavari,534260,124,832,andhrapradesh,andhrapradesh,956,1,5,2025,west godavari
2025-05-01,madhya pradesh,shahdol,484224,63,332,madhyapradesh,madhyapradesh,395,1,5,2025,shahdol
2025-05-01,madhya pradesh,bhopal,462022,104,1102,madhyapradesh,madhyapradesh,1206,1,5,2025,bhopal
2025-05-01,punjab,ferozepur,142047,37,339,punjab,punjab,376,1,5,2025,ferozepur
2025-05-01,madhya pradesh,jabalpur,482001,323,2935,madhyapradesh,madhyapradesh,3258,1,5,2025,jabalpur
2025-05-01,madhya pradesh,indore,452001,336,2461,madhyapradesh,madhyapradesh,2797,1,5,2025,indore
2025-05-01,haryana,bhiwani,127021,195,1100,haryana,haryana,1295,1,5,2025,bhiwani
2025-05-01,madhya pradesh,mandsaur,458001,96,392,madhyapradesh,madhyapradesh,488,1,5,2025,mandsaur
2025-05-01,andhra pradesh,n. t. r,521175,38,296,andhrapradesh,andhrapradesh,334,1,5,2025,n t r
2025-05-01,andhra pradesh,kurnool,518216,51,277,andhrapradesh,andhrapradesh,328,1,5,2025,kurnool
2025-05-01,andhra pradesh,srikakulam,532407,204,702,andhrapradesh,andhrapradesh,906,1,5,2025,srikakulam
2025-05-01,karnataka,chikkaballapur,562105,101,754,karnataka,karnataka,855,1,5,2025,chikkaballapur
2025-05-01,madhya pradesh,ratlam,457001,398,2570,madhyapradesh,madhyapradesh,2968,1,5,2025,ratlam
2025-05-01,andhra pradesh,annamayya,517390,51,160,andhrapradesh,andhrapradesh,211,1,5,2025,annamayya
2025-05-01,madhya pradesh,khargone,451225,32,122,madhyapradesh,madhyapradesh,154,1,5,2025,khargone
2025-05-01,uttarakhand,udham singh nagar,263148,678,3075,uttarakhand,uttarakhand,3753,1,5,2025,udham singh nagar
2025-05-01,haryana,bhiwani,127201,41,351,haryana,haryana,392,1,5,2025,bhiwani
2025-05-01,punjab,patiala,147001,540,3565,punjab,punjab,4105,1,5,2025,patiala
2025-05-01,madhya pradesh,satna,485446,163,876,madhyapradesh,madhyapradesh,1039,1,5,2025,satna
2025-05-01,telangana,hyderabad,500045,125,557,telangana,telangana,682,1,5,2025,hyderabad
2025-05-01,mizoram,kolasib,796081,76,414,mizoram,mizoram,490,1,5,2025,kolasib
2025-05-01,haryana,jind,126116,191,1233,haryana,haryana,1424,1,5,2025,jind
2025-05-01,madhya pradesh,indore,453115,33,280,madhyapradesh,madhyapradesh,313,1,5,2025,indore
2025-05-01,madhya pradesh,barwani,451660,61,396,madhyapradesh,madhyapradesh,457,1,5,2025,barwani
2025-05-01,gujarat,surat,395017,131,851,gujarat,gujarat,982,1,5,2025,surat
2025-05-01,uttar pradesh,bijnor,246725,231,2772,uttarpradesh,uttarpradesh,3003,1,5,2025,bijnor
2025-05-01,madhya pradesh,mandsaur,458667,113,324,madhyapradesh,madhyapradesh,437,1,5,2025,mandsaur
2025-05-01,andhra pradesh,annamayya,517325,402,1773,andhrapradesh,andhrapradesh,2175,1,5,2025,annamayya
2025-05-01,karnataka,davangere,577004,275,636,karnataka,karnataka,911,1,5,2025,davangere
2025-05-01,maharashtra,gadchiroli,441209,36,237,maharashtra,maharashtra,273,1,5,2025,gadchiroli
2025-05-01,karnataka,bengaluru,560096,97,353,karnataka,karnataka,450,1,5,2025,bengaluru
2025-05-01,maharashtra,aurangabad,431001,322,2292,maharashtra,maharashtra,2614,1,5,2025,aurangabad
2025-05-01,andhra pradesh,srikakulam,532455,127,349,andhrapradesh,andhrapradesh,476,1,5,2025,srikakulam
